"Words" "MeanNgramFreq"
"1946" "plaintiff" 10007.82
"1947" "editor" 11089.1
"1948" "plumage" 4346.85
"1949" "filmy" 3369.12
"1950" "dealer" 13856.38
"1951" "gently" 8120.31
"1952" "gifted" 6911.97
"1953" "fishy" 4731.52
"1954" "question" 11849.27
"1955" "quieten" 10729.05
"1956" "rational" 17155.96
"1957" "reaction" 12196.37
"1958" "renewable" 9167.24
"1959" "downs" 3344.11
"1960" "scalding" 10691.31
"1961" "ninety" 10962.12
"1962" "scullery" 9696.08
"1963" "secretary" 11695.72
"1964" "tricky" 9397.64
"1965" "happy" 2647.63
"1966" "frosty" 7811.85
"1967" "twelfth" 2321.7
"1968" "hourly" 2887.26
"1969" "heroic" 12803.02
"1970" "splinter" 16093.45
"1971" "stampede" 10129.27
"1972" "stubborn" 6088.92
"1973" "misty" 8889.85
"1974" "surface" 4581.84
"1975" "surgeon" 6428.28
"1976" "spindly" 7380.43
"1977" "teacher" 12982.55
"1978" "textile" 10012.29
"1979" "thicket" 5649.62
"1980" "wishful" 3140.48
"1981" "cookery" 8579.1
"1982" "angler" 15693.08
"1983" "naughty" 3021.58
"1984" "chatter" 16437.68
"1985" "silken" 7796.98
"1986" "cheaply" 3973.12
"1987" "lesser" 14724.51
"1988" "others" 9272.32
"1989" "ranger" 17699.06
"1990" "villain" 10449.15
"1991" "coyness" 8470.2
"1992" "acidic" 9466.99
"1993" "plunder" 9914.2
"1994" "adopted" 6901.42
"1995" "perhaps" 7783.6
"1996" "equipment" 6570.94
"1997" "composer" 11501.83
"1998" "palpably" 4689.92
"1999" "watcher" 11492.92
"2000" "timidly" 6660.15
"2001" "calmness" 8859.56
"2002" "bearded" 8265.66
"2003" "bloody" 2964.64
"2004" "boarder" 12086.73
"2005" "brandy" 12158.71
"2006" "foundry" 3673.22
"2007" "bulbous" 2305.78
"2008" "button" 11008.35
"2009" "loyally" 5593.94
"2010" "epileptic" 7458.58
"2011" "chilly" 6593.65
"2012" "enactment" 10510.24
"2013" "ability" 6910.84
"2014" "equally" 4864.64
"2015" "developer" 10248.36
"2016" "creamy" 8086.12
"2017" "tendency" 12238.62
"2018" "dweller" 10655.94
"2019" "instruction" 10779.8
"2020" "production" 8639.88
"2021" "wearily" 9837.15
"2022" "masonry" 8232.88
"2023" "feathery" 9405.05
"2024" "early" 8511.28
"2025" "suburban" 6146.48
"2026" "vicarage" 12841.16
"2027" "justify" 6591.05
"2028" "simplify" 6053.8
"2029" "fleshy" 5504.45
"2030" "flicker" 10678.56
"2031" "missive" 8490.7
"2032" "freeze" 6011.39
"2033" "alcoholic" 9065.96
"2034" "galaxy" 6349.09
"2035" "glade" 7838.7
"2036" "sufferer" 13472.12
"2037" "golfer" 9597.06
"2038" "situation" 12484.45
"2039" "snobbish" 4977.95
"2040" "existent" 11941.06
"2041" "guilty" 3025.85
"2042" "hearty" 8051.5
"2043" "validity" 8734.38
"2044" "amateurish" 11931.43
"2045" "revolutionary" 11441.43
"2046" "murderous" 8758.7
"2047" "anaesthetic" 11318.84
"2048" "irony" 10308.73
"2049" "jerkin" 11091.2
"2050" "anxiously" 5543.34
"2051" "extremism" 7615.64
"2052" "friendly" 8970.54
"2053" "number" 8237.49
"2054" "organic" 11690.75
"2055" "lectureship" 7192.46
"2056" "dreadful" 5144.69
"2057" "absurdity" 4489.18
"2058" "planet" 12677.53
"2059" "plucky" 1683.84
"2060" "broiler" 11332.91
"2061" "plush" 2492.86
"2062" "poetry" 5483.88
"2063" "public" 6636.89
"2064" "pulpit" 4068.85
"2065" "actually" 5483.32
"2066" "mimicry" 6866.48
"2067" "steadily" 8811.47
"2068" "physical" 7249.75
"2069" "exemption" 7692.2
"2070" "risky" 8700.79
"2071" "narrowly" 8125.44
"2072" "obviously" 3307.49
"2073" "signet" 7940.93
"2074" "soften" 9865.04
"2075" "idealism" 8522.71
"2076" "defector" 7082.74
"2077" "stirrup" 7990.6
"2078" "medical" 10543.24
"2079" "tactile" 10886.98
"2080" "finally" 10295.87
"2081" "scruffy" 2989.9
"2082" "toaster" 15764.44
"2083" "trainee" 12332.94
"2084" "treaty" 11743.45
"2085" "trolley" 9569.3
"2086" "twinkle" 6016.38
"2087" "united" 9716.29
"2088" "viewer" 9273.42
"2089" "grossly" 5872.12
"2090" "whisker" 8609.27
"2091" "widowed" 3132.82
"2092" "yearly" 6913.57
"2093" "acreage" 7728.24
"2094" "kingdom" 7313.16
"2095" "against" 9186.04
"2096" "agreement" 10376.47
"2097" "alarming" 13301.62
"2098" "amenable" 9863.86
"2099" "angelic" 12615.51
"2100" "feudal" 4878.15
"2101" "arsenal" 13780.92
"2102" "artistry" 12499.22
"2103" "audition" 10731.87
"2104" "baronet" 14639.99
"2105" "basilisk" 8826.3
"2106" "thinker" 10503.1
"2107" "active" 7494.01
"2108" "factual" 5329.11
"2109" "lessen" 12416
"2110" "brisket" 8028.2
"2111" "brothel" 6421.15
"2112" "leftist" 9807.79
"2113" "prayer" 12235.48
"2114" "buzzard" 6587.74
"2115" "candidacy" 9731.19
"2116" "finely" 10267.37
"2117" "cloudless" 6045.86
"2118" "muffler" 8154.32
"2119" "colonel" 13563.69
"2120" "country" 8043.99
"2121" "courteous" 7270.36
"2122" "vainly" 6869.3
"2123" "watery" 15230.9
"2124" "critical" 13069.32
"2125" "pottery" 12618.95
"2126" "cryptic" 5822.04
"2127" "demonstrate" 14100.12
"2128" "department" 10483.01
"2129" "lately" 13697.55
"2130" "dietary" 12278.62
"2131" "discern" 11912.68
"2132" "dreamer" 13240.36
"2133" "drunkard" 5637.07
"2134" "within" 7993.8
"2135" "electron" 10376.82
"2136" "employer" 7472.67
"2137" "eruption" 12397.93
"2138" "ethereal" 12370.4
"2139" "extract" 6894.3
"2140" "facetious" 7954.49
"2141" "harden" 12198.56
"2142" "fleeting" 10262.32
"2143" "lovers" 10785.61
"2144" "adviser" 10386.1
"2145" "floater" 14212.11
"2146" "prudish" 5900.65
"2147" "golden" 8822.01
"2148" "fruitless" 6434.48
"2149" "fuselage" 6902.26
"2150" "cuffs" 1539.76
"2151" "miller" 13662.24
"2152" "glossary" 9240.11
"2153" "thinly" 6168.79
"2154" "government" 10069.61
"2155" "greenery" 13123.71
"2156" "grueling" 8958.35
"2157" "formal" 9150.67
"2158" "folder" 11199.66
"2159" "firmly" 3180.03
"2160" "brutal" 8357.3
"2161" "infantry" 11303.49
"2162" "inhibitory" 8526.75
"2163" "international" 16868.75
"2164" "inventory" 12136.61
"2165" "investigate" 12743.97
"2166" "sandy" 10909.08
"2167" "twisty" 5528.54
"2168" "legendary" 10486.56
"2169" "liquidate" 9412.4
"2170" "tripper" 12666.89
"2171" "neighbour" 4013.67
"2172" "northern" 10452.62
"2173" "really" 9796.19
"2174" "acutely" 7994.26
"2175" "leaflet" 6825.18
"2176" "oxygenate" 9925.81
"2177" "parenthesis" 13104.99
"2178" "phonetic" 11068
"2179" "plaintiff" 10007.82
"2180" "editor" 11089.1
"2181" "plumage" 4346.85
"2182" "filmy" 3369.12
"2183" "dealer" 13856.38
"2184" "gently" 8120.31
"2185" "gifted" 6911.97
"2186" "question" 11849.27
"2187" "quieten" 10729.05
"2188" "rational" 17155.96
"2189" "reaction" 12196.37
"2190" "downs" 3344.11
"2191" "ninety" 10962.12
"2192" "secretary" 11695.72
"2193" "tricky" 9397.64
"2194" "happy" 2647.63
"2195" "frosty" 7811.85
"2196" "twelfth" 2321.7
"2197" "heroic" 12803.02
"2198" "splinter" 16093.45
"2199" "stampede" 10129.27
"2200" "stilted" 11378.1
"2201" "buoyant" 7615.92
"2202" "stubborn" 6088.92
"2203" "misty" 8889.85
"2204" "surface" 4581.84
"2205" "surgeon" 6428.28
"2206" "spindly" 7380.43
"2207" "teacher" 12982.55
"2208" "textile" 10012.29
"2209" "thicket" 5649.62
"2210" "wishful" 3140.48
"2211" "cookery" 8579.1
"2212" "angler" 15693.08
"2213" "naughty" 3021.58
"2214" "chatter" 16437.68
"2215" "silken" 7796.98
"2216" "cheaply" 3973.12
"2217" "lesser" 14724.51
"2218" "others" 9272.32
"2219" "ranger" 17699.06
"2220" "villain" 10449.15
"2221" "beastly" 5613.48
"2222" "adopted" 6901.42
"2223" "perhaps" 7783.6
"2224" "equipment" 6570.94
"2225" "palpably" 4689.92
"2226" "ample" 7442
"2227" "watcher" 11492.92
"2228" "believer" 11500.92
"2229" "timidly" 6660.15
"2230" "selfless" 7836.96
"2231" "voucher" 8935
"2232" "benignly" 5751.87
"2233" "bearded" 8265.66
"2234" "bloody" 2964.64
"2235" "boarder" 12086.73
"2236" "loyally" 5593.94
"2237" "epileptic" 7458.58
"2238" "crafty" 5579.76
"2239" "creamy" 8086.12
"2240" "dweller" 10655.94
"2241" "production" 8639.88
"2242" "dialog" 10895.88
"2243" "masonry" 8232.88
"2244" "early" 8511.28
"2245" "addition" 10842.44
"2246" "filthy" 3238.06
"2247" "flicker" 10678.56
"2248" "missive" 8490.7
"2249" "forceps" 5070.17
"2250" "alcoholic" 9065.96
"2251" "citation" 16165.87
"2252" "galaxy" 6349.09
"2253" "gloomy" 4340.19
"2254" "golfer" 9597.06
"2255" "situation" 12484.45
"2256" "snobbish" 4977.95
"2257" "guilty" 3025.85
"2258" "validity" 8734.38
"2259" "murderous" 8758.7
"2260" "anaesthetic" 11318.84
"2261" "irony" 10308.73
"2262" "anxiously" 5543.34
"2263" "marshy" 8314.64
"2264" "mourner" 10680.79
"2265" "friendly" 8970.54
"2266" "number" 8237.49
"2267" "organic" 11690.75
"2268" "lectureship" 7192.46
"2269" "dreadful" 5144.69
"2270" "plush" 2492.86
"2271" "poetry" 5483.88
"2272" "public" 6636.89
"2273" "pulpit" 4068.85
"2274" "mimicry" 6866.48
"2275" "rabbit" 8411.79
"2276" "steadily" 8811.47
"2277" "exemption" 7692.2
"2278" "risky" 8700.79
"2279" "scrape" 9052.97
"2280" "narrowly" 8125.44
"2281" "obviously" 3307.49
"2282" "sight" 4086.81
"2283" "smuggle" 4003.74
"2284" "idealism" 8522.71
"2285" "defector" 7082.74
"2286" "stirrup" 7990.6
"2287" "booklet" 4621.91
"2288" "scruffy" 2989.9
"2289" "trolley" 9569.3
"2290" "trumpet" 6205.8
"2291" "united" 9716.29
"2292" "viewer" 9273.42
"2293" "weird" 3328.59
"2294" "whisker" 8609.27
"2295" "widowed" 3132.82
"2296" "acidic" 9466.99
"2297" "adopted" 6901.42
"2298" "perhaps" 7783.6
"2299" "equipment" 6570.94
"2300" "composer" 11501.83
"2301" "palpably" 4689.92
"2302" "watcher" 11492.92
"2303" "believer" 11500.92
"2304" "archer" 14902.72
"2305" "timidly" 6660.15
"2306" "calmness" 8859.56
"2307" "selfless" 7836.96
"2308" "voucher" 8935
"2309" "benignly" 5751.87
"2310" "bearded" 8265.66
"2311" "bloody" 2964.64
"2312" "boarder" 12086.73
"2313" "bomber" 9242.61
"2314" "brandy" 12158.71
"2315" "foundry" 3673.22
"2316" "warfare" 13176.94
"2317" "bulbous" 2305.78
"2318" "button" 11008.35
"2319" "loyally" 5593.94
"2320" "epileptic" 7458.58
"2321" "chilly" 6593.65
"2322" "enactment" 10510.24
"2323" "coaster" 15670.95
"2324" "ability" 6910.84
"2325" "equally" 4864.64
"2326" "service" 11300.29
"2327" "developer" 10248.36
"2328" "crafty" 5579.76
"2329" "creamy" 8086.12
"2330" "tendency" 12238.62
"2331" "crooked" 4051.22
"2332" "dweller" 10655.94
"2333" "instruction" 10779.8
"2334" "production" 8639.88
"2335" "dialog" 10895.88
"2336" "wearily" 9837.15
"2337" "starter" 19622.49
"2338" "masonry" 8232.88
"2339" "feathery" 9405.05
"2340" "suburban" 6146.48
"2341" "addition" 10842.44
"2342" "vicarage" 12841.16
"2343" "justify" 6591.05
"2344" "fleshy" 5504.45
"2345" "flicker" 10678.56
"2346" "missive" 8490.7
"2347" "forceps" 5070.17
"2348" "freeze" 6011.39
"2349" "alcoholic" 9065.96
"2350" "citation" 16165.87
"2351" "galaxy" 6349.09
"2352" "glade" 7838.7
"2353" "gloomy" 4340.19
"2354" "sufferer" 13472.12
"2355" "gluten" 10327.85
"2356" "golfer" 9597.06
"2357" "situation" 12484.45
"2358" "snobbish" 4977.95
"2359" "existent" 11941.06
"2360" "guilty" 3025.85
"2361" "hearty" 8051.5
"2362" "helmet" 7273.89
"2363" "validity" 8734.38
"2364" "amateurish" 11931.43
"2365" "revolutionary" 11441.43
"2366" "murderous" 8758.7
"2367" "anaesthetic" 11318.84
"2368" "irony" 10308.73
"2369" "jerkin" 11091.2
"2370" "anxiously" 5543.34
"2371" "extremism" 7615.64
"2372" "marshy" 8314.64
"2373" "friendly" 8970.54
"2374" "number" 8237.49
"2375" "nymphet" 3357.32
"2376" "organic" 11690.75
"2377" "fossilise" 9456.51
"2378" "lectureship" 7192.46
"2379" "dreadful" 5144.69
"2380" "absurdity" 4489.18
"2381" "planet" 12677.53
"2382" "plucky" 1683.84
"2383" "broiler" 11332.91
"2384" "plush" 2492.86
"2385" "poetry" 5483.88
"2386" "public" 6636.89
"2387" "pulpit" 4068.85
"2388" "putty" 4473.81
"2389" "quartz" 7609.34
"2390" "actually" 5483.32
"2391" "mimicry" 6866.48
"2392" "steadily" 8811.47
"2393" "physical" 7249.75
"2394" "exemption" 7692.2
"2395" "risky" 8700.79
"2396" "scrape" 9052.97
"2397" "narrowly" 8125.44
"2398" "obviously" 3307.49
"2399" "shovel" 4950.86
"2400" "sight" 4086.81
"2401" "signet" 7940.93
"2402" "smuggle" 4003.74
"2403" "sniper" 10126.71
"2404" "soften" 9865.04
"2405" "idealism" 8522.71
"2406" "defector" 7082.74
"2407" "medical" 10543.24
"2408" "novelty" 6000.04
"2409" "tactile" 10886.98
"2410" "finally" 10295.87
"2411" "booklet" 4621.91
"2412" "scruffy" 2989.9
"2413" "toaster" 15764.44
"2414" "trainee" 12332.94
"2415" "treaty" 11743.45
"2416" "trolley" 9569.3
"2417" "trumpet" 6205.8
"2418" "twinkle" 6016.38
"2419" "twitch" 4034.83
"2420" "united" 9716.29
"2421" "viewer" 9273.42
"2422" "grossly" 5872.12
"2423" "whisker" 8609.27
"2424" "widowed" 3132.82
"2425" "yearly" 6913.57
"2426" "kingdom" 7313.16
"2427" "against" 9186.04
"2428" "agreement" 10376.47
"2429" "alarming" 13301.62
"2430" "amenable" 9863.86
"2431" "angelic" 12615.51
"2432" "appendix" 7937.7
"2433" "artistry" 12499.22
"2434" "audition" 10731.87
"2435" "basilisk" 8826.3
"2436" "thinker" 10503.1
"2437" "active" 7494.01
"2438" "factual" 5329.11
"2439" "lessen" 12416
"2440" "brisket" 8028.2
"2441" "brothel" 6421.15
"2442" "prayer" 12235.48
"2443" "finely" 10267.37
"2444" "cloudless" 6045.86
"2445" "muffler" 8154.32
"2446" "country" 8043.99
"2447" "courteous" 7270.36
"2448" "vainly" 6869.3
"2449" "watery" 15230.9
"2450" "critical" 13069.32
"2451" "cryptic" 5822.04
"2452" "demonstrate" 14100.12
"2453" "department" 10483.01
"2454" "lately" 13697.55
"2455" "dietary" 12278.62
"2456" "discern" 11912.68
"2457" "dreamer" 13240.36
"2458" "drunkard" 5637.07
"2459" "within" 7993.8
"2460" "electron" 10376.82
"2461" "employer" 7472.67
"2462" "eruption" 12397.93
"2463" "ethereal" 12370.4
"2464" "extract" 6894.3
"2465" "touchy" 6080.23
"2466" "fleeting" 10262.32
"2467" "lovers" 10785.61
"2468" "adviser" 10386.1
"2469" "floater" 14212.11
"2470" "golden" 8822.01
"2471" "fruitless" 6434.48
"2472" "glossary" 9240.11
"2473" "thinly" 6168.79
"2474" "government" 10069.61
"2475" "greenery" 13123.71
"2476" "formal" 9150.67
"2477" "folder" 11199.66
"2478" "firmly" 3180.03
"2479" "infantry" 11303.49
"2480" "inhibitory" 8526.75
"2481" "international" 16868.75
"2482" "inventory" 12136.61
"2483" "investigate" 12743.97
"2484" "sandy" 10909.08
"2485" "twisty" 5528.54
"2486" "legendary" 10486.56
"2487" "liquidate" 9412.4
"2488" "tripper" 12666.89
"2489" "northern" 10452.62
"2490" "leaflet" 6825.18
"2491" "oxygenate" 9925.81
"2492" "parenthesis" 13104.99
"2493" "phonetic" 11068
"2494" "plaintiff" 10007.82
"2495" "editor" 11089.1
"2496" "filmy" 3369.12
"2497" "dealer" 13856.38
"2498" "gently" 8120.31
"2499" "gifted" 6911.97
"2500" "fishy" 4731.52
"2501" "roller" 15397.93
"2502" "question" 11849.27
"2503" "quieten" 10729.05
"2504" "rational" 17155.96
"2505" "reaction" 12196.37
"2506" "downs" 3344.11
"2507" "ninety" 10962.12
"2508" "scullery" 9696.08
"2509" "secretary" 11695.72
"2510" "tricky" 9397.64
"2511" "happy" 2647.63
"2512" "frosty" 7811.85
"2513" "hourly" 2887.26
"2514" "heroic" 12803.02
"2515" "splinter" 16093.45
"2516" "surface" 4581.84
"2517" "surgeon" 6428.28
"2518" "spindly" 7380.43
"2519" "teacher" 12982.55
"2520" "textile" 10012.29
"2521" "thicket" 5649.62
"2522" "wishful" 3140.48
"2523" "cookery" 8579.1
"2524" "angler" 15693.08
"2525" "naughty" 3021.58
"2526" "chatter" 16437.68
"2527" "cheaply" 3973.12
"2528" "lesser" 14724.51
"2529" "others" 9272.32
"2530" "villain" 10449.15
"2531" "manly" 9149.41
"2532" "coyness" 8470.2
"2533" "acidic" 9466.99
"2534" "adopted" 6901.42
"2535" "perhaps" 7783.6
"2536" "equipment" 6570.94
"2537" "composer" 11501.83
"2538" "palpably" 4689.92
"2539" "watcher" 11492.92
"2540" "calmness" 8859.56
"2541" "voucher" 8935
"2542" "benignly" 5751.87
"2543" "bearded" 8265.66
"2544" "bloody" 2964.64
"2545" "boarder" 12086.73
"2546" "bomber" 9242.61
"2547" "brandy" 12158.71
"2548" "bulbous" 2305.78
"2549" "epileptic" 7458.58
"2550" "chilly" 6593.65
"2551" "coaster" 15670.95
"2552" "ability" 6910.84
"2553" "equally" 4864.64
"2554" "service" 11300.29
"2555" "developer" 10248.36
"2556" "crafty" 5579.76
"2557" "creamy" 8086.12
"2558" "tendency" 12238.62
"2559" "crooked" 4051.22
"2560" "instruction" 10779.8
"2561" "production" 8639.88
"2562" "starter" 19622.49
"2563" "masonry" 8232.88
"2564" "feathery" 9405.05
"2565" "early" 8511.28
"2566" "suburban" 6146.48
"2567" "addition" 10842.44
"2568" "vicarage" 12841.16
"2569" "justify" 6591.05
"2570" "fleshy" 5504.45
"2571" "flicker" 10678.56
"2572" "missive" 8490.7
"2573" "forceps" 5070.17
"2574" "freeze" 6011.39
"2575" "alcoholic" 9065.96
"2576" "citation" 16165.87
"2577" "galaxy" 6349.09
"2578" "glade" 7838.7
"2579" "gloomy" 4340.19
"2580" "sufferer" 13472.12
"2581" "golfer" 9597.06
"2582" "situation" 12484.45
"2583" "snobbish" 4977.95
"2584" "guilty" 3025.85
"2585" "hearty" 8051.5
"2586" "validity" 8734.38
"2587" "revolutionary" 11441.43
"2588" "murderous" 8758.7
"2589" "anaesthetic" 11318.84
"2590" "irony" 10308.73
"2591" "jerkin" 11091.2
"2592" "anxiously" 5543.34
"2593" "extremism" 7615.64
"2594" "struggled" 6645.43
"2595" "friendly" 8970.54
"2596" "number" 8237.49
"2597" "organic" 11690.75
"2598" "fossilise" 9456.51
"2599" "lectureship" 7192.46
"2600" "dreadful" 5144.69
"2601" "absurdity" 4489.18
"2602" "planet" 12677.53
"2603" "broiler" 11332.91
"2604" "plush" 2492.86
"2605" "poetry" 5483.88
"2606" "public" 6636.89
"2607" "pulpit" 4068.85
"2608" "quartz" 7609.34
"2609" "actually" 5483.32
"2610" "mimicry" 6866.48
"2611" "steadily" 8811.47
"2612" "risky" 8700.79
"2613" "jauntily" 7023.94
"2614" "scrape" 9052.97
"2615" "obviously" 3307.49
"2616" "sight" 4086.81
"2617" "signet" 7940.93
"2618" "sniper" 10126.71
"2619" "soften" 9865.04
"2620" "defector" 7082.74
"2621" "medical" 10543.24
"2622" "tactile" 10886.98
"2623" "finally" 10295.87
"2624" "booklet" 4621.91
"2625" "toaster" 15764.44
"2626" "trainee" 12332.94
"2627" "treaty" 11743.45
"2628" "trolley" 9569.3
"2629" "trumpet" 6205.8
"2630" "twinkle" 6016.38
"2631" "united" 9716.29
"2632" "viewer" 9273.42
"2633" "weird" 3328.59
"2634" "adopted" 6901.42
"2635" "perhaps" 7783.6
"2636" "equipment" 6570.94
"2637" "composer" 11501.83
"2638" "watcher" 11492.92
"2639" "believer" 11500.92
"2640" "archer" 14902.72
"2641" "calmness" 8859.56
"2642" "selfless" 7836.96
"2643" "voucher" 8935
"2644" "bloody" 2964.64
"2645" "bomber" 9242.61
"2646" "brandy" 12158.71
"2647" "foundry" 3673.22
"2648" "warfare" 13176.94
"2649" "bulbous" 2305.78
"2650" "button" 11008.35
"2651" "loyally" 5593.94
"2652" "epileptic" 7458.58
"2653" "chilly" 6593.65
"2654" "enactment" 10510.24
"2655" "coaster" 15670.95
"2656" "ability" 6910.84
"2657" "equally" 4864.64
"2658" "service" 11300.29
"2659" "crafty" 5579.76
"2660" "creamy" 8086.12
"2661" "instruction" 10779.8
"2662" "production" 8639.88
"2663" "wearily" 9837.15
"2664" "masonry" 8232.88
"2665" "feathery" 9405.05
"2666" "early" 8511.28
"2667" "addition" 10842.44
"2668" "justify" 6591.05
"2669" "fizzle" 4915.69
"2670" "simplify" 6053.8
"2671" "flicker" 10678.56
"2672" "missive" 8490.7
"2673" "freeze" 6011.39
"2674" "alcoholic" 9065.96
"2675" "glade" 7838.7
"2676" "sufferer" 13472.12
"2677" "situation" 12484.45
"2678" "snobbish" 4977.95
"2679" "guilty" 3025.85
"2680" "hearty" 8051.5
"2681" "validity" 8734.38
"2682" "amateurish" 11931.43
"2683" "revolutionary" 11441.43
"2684" "murderous" 8758.7
"2685" "anaesthetic" 11318.84
"2686" "irony" 10308.73
"2687" "anxiously" 5543.34
"2688" "extremism" 7615.64
"2689" "marshy" 8314.64
"2690" "friendly" 8970.54
"2691" "organic" 11690.75
"2692" "fossilise" 9456.51
"2693" "lectureship" 7192.46
"2694" "dreadful" 5144.69
"2695" "absurdity" 4489.18
"2696" "planet" 12677.53
"2697" "plush" 2492.86
"2698" "poetry" 5483.88
"2699" "pulpit" 4068.85
"2700" "putty" 4473.81
"2701" "quartz" 7609.34
"2702" "actually" 5483.32
"2703" "mimicry" 6866.48
"2704" "rabbit" 8411.79
"2705" "steadily" 8811.47
"2706" "physical" 7249.75
"2707" "risky" 8700.79
"2708" "obviously" 3307.49
"2709" "sight" 4086.81
"2710" "signet" 7940.93
"2711" "smuggle" 4003.74
"2712" "soften" 9865.04
"2713" "defector" 7082.74
"2714" "gaseous" 5259.23
"2715" "medical" 10543.24
"2716" "tactile" 10886.98
"2717" "finally" 10295.87
"2718" "booklet" 4621.91
"2719" "toaster" 15764.44
"2720" "trainee" 12332.94
"2721" "treaty" 11743.45
"2722" "trolley" 9569.3
"2723" "trumpet" 6205.8
"2724" "twinkle" 6016.38
"2725" "united" 9716.29
"2726" "viewer" 9273.42
"2727" "widowed" 3132.82
"2728" "yearly" 6913.57
"2729" "acreage" 7728.24
"2730" "kingdom" 7313.16
"2731" "against" 9186.04
"2732" "agreement" 10376.47
"2733" "alarming" 13301.62
"2734" "amenable" 9863.86
"2735" "angelic" 12615.51
"2736" "appendix" 7937.7
"2737" "feudal" 4878.15
"2738" "artistry" 12499.22
"2739" "basilisk" 8826.3
"2740" "thinker" 10503.1
"2741" "active" 7494.01
"2742" "factual" 5329.11
"2743" "lessen" 12416
"2744" "safely" 4762.35
"2745" "brisket" 8028.2
"2746" "brothel" 6421.15
"2747" "leftist" 9807.79
"2748" "buzzard" 6587.74
"2749" "candidacy" 9731.19
"2750" "finely" 10267.37
"2751" "cloudless" 6045.86
"2752" "muffler" 8154.32
"2753" "colonel" 13563.69
"2754" "country" 8043.99
"2755" "vainly" 6869.3
"2756" "watery" 15230.9
"2757" "critical" 13069.32
"2758" "pottery" 12618.95
"2759" "cryptic" 5822.04
"2760" "demonstrate" 14100.12
"2761" "department" 10483.01
"2762" "lately" 13697.55
"2763" "dietary" 12278.62
"2764" "discern" 11912.68
"2765" "dreamer" 13240.36
"2766" "drunkard" 5637.07
"2767" "within" 7993.8
"2768" "electron" 10376.82
"2769" "employer" 7472.67
"2770" "eruption" 12397.93
"2771" "ethereal" 12370.4
"2772" "extract" 6894.3
"2773" "harden" 12198.56
"2774" "fleeting" 10262.32
"2775" "lovers" 10785.61
"2776" "floater" 14212.11
"2777" "prudish" 5900.65
"2778" "golden" 8822.01
"2779" "fruitless" 6434.48
"2780" "cuffs" 1539.76
"2781" "glossary" 9240.11
"2782" "bridal" 9444.96
"2783" "thinly" 6168.79
"2784" "government" 10069.61
"2785" "greenery" 13123.71
"2786" "folder" 11199.66
"2787" "firmly" 3180.03
"2788" "brutal" 8357.3
"2789" "infantry" 11303.49
"2790" "inhibitory" 8526.75
"2791" "international" 16868.75
"2792" "inventory" 12136.61
"2793" "investigate" 12743.97
"2794" "sandy" 10909.08
"2795" "legendary" 10486.56
"2796" "liquidate" 9412.4
"2797" "tripper" 12666.89
"2798" "neighbour" 4013.67
"2799" "northern" 10452.62
"2800" "really" 9796.19
"2801" "leaflet" 6825.18
"2802" "oxygenate" 9925.81
"2803" "parenthesis" 13104.99
"2804" "phonetic" 11068
"2805" "plaintiff" 10007.82
"2806" "editor" 11089.1
"2807" "winger" 12753.03
"2808" "dealer" 13856.38
"2809" "gently" 8120.31
"2810" "gifted" 6911.97
"2811" "fishy" 4731.52
"2812" "roller" 15397.93
"2813" "question" 11849.27
"2814" "quieten" 10729.05
"2815" "rational" 17155.96
"2816" "reaction" 12196.37
"2817" "downs" 3344.11
"2818" "ninety" 10962.12
"2819" "scullery" 9696.08
"2820" "secretary" 11695.72
"2821" "frosty" 7811.85
"2822" "heroic" 12803.02
"2823" "splinter" 16093.45
"2824" "stampede" 10129.27
"2825" "buoyant" 7615.92
"2826" "surface" 4581.84
"2827" "spindly" 7380.43
"2828" "teacher" 12982.55
"2829" "textile" 10012.29
"2830" "wishful" 3140.48
"2831" "cookery" 8579.1
"2832" "angler" 15693.08
"2833" "naughty" 3021.58
"2834" "chatter" 16437.68
"2835" "cheaply" 3973.12
"2836" "lesser" 14724.51
"2837" "others" 9272.32
"2838" "manly" 9149.41
"2839" "coyness" 8470.2
"2840" "beastly" 5613.48
"2841" "acidic" 9466.99
"2842" "adopted" 6901.42
"2843" "perhaps" 7783.6
"2844" "equipment" 6570.94
"2845" "composer" 11501.83
"2846" "palpably" 4689.92
"2847" "watcher" 11492.92
"2848" "archer" 14902.72
"2849" "calmness" 8859.56
"2850" "benignly" 5751.87
"2851" "bloody" 2964.64
"2852" "boarder" 12086.73
"2853" "bomber" 9242.61
"2854" "brandy" 12158.71
"2855" "foundry" 3673.22
"2856" "warfare" 13176.94
"2857" "bulbous" 2305.78
"2858" "chilly" 6593.65
"2859" "coaster" 15670.95
"2860" "equally" 4864.64
"2861" "service" 11300.29
"2862" "developer" 10248.36
"2863" "creamy" 8086.12
"2864" "tendency" 12238.62
"2865" "dialog" 10895.88
"2866" "wearily" 9837.15
"2867" "starter" 19622.49
"2868" "masonry" 8232.88
"2869" "early" 8511.28
"2870" "addition" 10842.44
"2871" "vicarage" 12841.16
"2872" "rumbling" 7495.98
"2873" "justify" 6591.05
"2874" "filthy" 3238.06
"2875" "fizzle" 4915.69
"2876" "simplify" 6053.8
"2877" "flicker" 10678.56
"2878" "missive" 8490.7
"2879" "forceps" 5070.17
"2880" "freeze" 6011.39
"2881" "alcoholic" 9065.96
"2882" "citation" 16165.87
"2883" "glade" 7838.7
"2884" "gluten" 10327.85
"2885" "situation" 12484.45
"2886" "validity" 8734.38
